filename,width,height,class,xmin,ymin,xmax,ymax
metal_151.png,256,256,metal,0,0,256,256
metal_963.png,256,256,metal,0,0,256,256
metal_1028.png,256,256,metal,0,0,256,256
metal_1687.png,256,256,metal,0,0,256,256
metal_174.png,256,256,metal,0,0,256,256
metal_738.png,256,256,metal,0,0,256,256
metal_1451.png,256,256,metal,0,0,256,256
metal_1669.png,256,256,metal,0,0,256,256
metal_407.png,256,256,metal,0,0,256,256
metal_625.png,256,256,metal,0,0,256,256
metal_1369.png,256,256,metal,0,0,256,256
metal_1638.png,256,256,metal,0,0,256,256
metal_1396.png,256,256,metal,0,0,256,256
metal_8.png,256,256,metal,0,0,256,256
metal_674.png,256,256,metal,0,0,256,256
metal_751.png,256,256,metal,0,0,256,256
metal_488.png,256,256,metal,0,0,256,256
metal_263.png,256,256,metal,0,0,256,256
metal_110.png,256,256,metal,0,0,256,256
metal_1185.png,256,256,metal,0,0,256,256
metal_1227.png,256,256,metal,0,0,256,256
metal_329.png,256,256,metal,0,0,256,256
metal_689.png,256,256,metal,0,0,256,256
metal_1076.png,256,256,metal,0,0,256,256
metal_845.png,256,256,metal,0,0,256,256
metal_881.png,256,256,metal,0,0,256,256
metal_1511.png,256,256,metal,0,0,256,256
metal_1270.png,256,256,metal,0,0,256,256
metal_474.png,256,256,metal,0,0,256,256
metal_1032.png,256,256,metal,0,0,256,256
metal_655.png,256,256,metal,0,0,256,256
metal_302.png,256,256,metal,0,0,256,256
metal_986.png,256,256,metal,0,0,256,256
metal_1043.png,256,256,metal,0,0,256,256
metal_99.png,256,256,metal,0,0,256,256
metal_518.png,256,256,metal,0,0,256,256
metal_1490.png,256,256,metal,0,0,256,256
metal_47.png,256,256,metal,0,0,256,256
metal_370.png,256,256,metal,0,0,256,256
metal_199.png,256,256,metal,0,0,256,256
metal_1240.png,256,256,metal,0,0,256,256
metal_1427.png,256,256,metal,0,0,256,256
metal_280.png,256,256,metal,0,0,256,256
metal_925.png,256,256,metal,0,0,256,256
metal_164.png,256,256,metal,0,0,256,256
metal_374.png,256,256,metal,0,0,256,256
metal_21.png,256,256,metal,0,0,256,256
metal_304.png,256,256,metal,0,0,256,256
metal_1010.png,256,256,metal,0,0,256,256
metal_82.png,256,256,metal,0,0,256,256
metal_740.png,256,256,metal,0,0,256,256
metal_1464.png,256,256,metal,0,0,256,256
metal_517.png,256,256,metal,0,0,256,256
metal_326.png,256,256,metal,0,0,256,256
metal_1242.png,256,256,metal,0,0,256,256
metal_789.png,256,256,metal,0,0,256,256
metal_496.png,256,256,metal,0,0,256,256
metal_1519.png,256,256,metal,0,0,256,256
metal_94.png,256,256,metal,0,0,256,256
metal_1238.png,256,256,metal,0,0,256,256
metal_1134.png,256,256,metal,0,0,256,256
metal_540.png,256,256,metal,0,0,256,256
metal_857.png,256,256,metal,0,0,256,256
metal_1157.png,256,256,metal,0,0,256,256
metal_163.png,256,256,metal,0,0,256,256
metal_670.png,256,256,metal,0,0,256,256
metal_1305.png,256,256,metal,0,0,256,256
metal_1385.png,256,256,metal,0,0,256,256
metal_1137.png,256,256,metal,0,0,256,256
metal_979.png,256,256,metal,0,0,256,256
metal_309.png,256,256,metal,0,0,256,256
metal_807.png,256,256,metal,0,0,256,256
metal_1595.png,256,256,metal,0,0,256,256
metal_854.png,256,256,metal,0,0,256,256
metal_249.png,256,256,metal,0,0,256,256
metal_18.png,256,256,metal,0,0,256,256
metal_345.png,256,256,metal,0,0,256,256
metal_1281.png,256,256,metal,0,0,256,256
metal_1176.png,256,256,metal,0,0,256,256
metal_426.png,256,256,metal,0,0,256,256
metal_1430.png,256,256,metal,0,0,256,256
metal_451.png,256,256,metal,0,0,256,256
metal_1257.png,256,256,metal,0,0,256,256
metal_1249.png,256,256,metal,0,0,256,256
metal_1724.png,256,256,metal,0,0,256,256
metal_204.png,256,256,metal,0,0,256,256
metal_1515.png,256,256,metal,0,0,256,256
metal_892.png,256,256,metal,0,0,256,256
metal_1251.png,256,256,metal,0,0,256,256
metal_948.png,256,256,metal,0,0,256,256
metal_272.png,256,256,metal,0,0,256,256
metal_1655.png,256,256,metal,0,0,256,256
metal_236.png,256,256,metal,0,0,256,256
metal_1312.png,256,256,metal,0,0,256,256
metal_156.png,256,256,metal,0,0,256,256
metal_480.png,256,256,metal,0,0,256,256
metal_1594.png,256,256,metal,0,0,256,256
metal_117.png,256,256,metal,0,0,256,256
metal_434.png,256,256,metal,0,0,256,256
metal_1180.png,256,256,metal,0,0,256,256
metal_932.png,256,256,metal,0,0,256,256
metal_299.png,256,256,metal,0,0,256,256
metal_666.png,256,256,metal,0,0,256,256
metal_539.png,256,256,metal,0,0,256,256
metal_1640.png,256,256,metal,0,0,256,256
metal_980.png,256,256,metal,0,0,256,256
metal_1093.png,256,256,metal,0,0,256,256
metal_851.png,256,256,metal,0,0,256,256
metal_785.png,256,256,metal,0,0,256,256
metal_621.png,256,256,metal,0,0,256,256
metal_152.png,256,256,metal,0,0,256,256
metal_1647.png,256,256,metal,0,0,256,256
metal_846.png,256,256,metal,0,0,256,256
metal_933.png,256,256,metal,0,0,256,256
metal_1261.png,256,256,metal,0,0,256,256
metal_885.png,256,256,metal,0,0,256,256
metal_44.png,256,256,metal,0,0,256,256
metal_11.png,256,256,metal,0,0,256,256
metal_1661.png,256,256,metal,0,0,256,256
metal_469.png,256,256,metal,0,0,256,256
metal_1102.png,256,256,metal,0,0,256,256
metal_1586.png,256,256,metal,0,0,256,256
metal_141.png,256,256,metal,0,0,256,256
metal_818.png,256,256,metal,0,0,256,256
metal_1273.png,256,256,metal,0,0,256,256
metal_931.png,256,256,metal,0,0,256,256
metal_1330.png,256,256,metal,0,0,256,256
metal_1098.png,256,256,metal,0,0,256,256
metal_909.png,256,256,metal,0,0,256,256
metal_526.png,256,256,metal,0,0,256,256
metal_320.png,256,256,metal,0,0,256,256
metal_227.png,256,256,metal,0,0,256,256
metal_376.png,256,256,metal,0,0,256,256
metal_613.png,256,256,metal,0,0,256,256
metal_1046.png,256,256,metal,0,0,256,256
metal_391.png,256,256,metal,0,0,256,256
metal_1392.png,256,256,metal,0,0,256,256
metal_720.png,256,256,metal,0,0,256,256
metal_703.png,256,256,metal,0,0,256,256
metal_1406.png,256,256,metal,0,0,256,256
metal_888.png,256,256,metal,0,0,256,256
metal_844.png,256,256,metal,0,0,256,256
metal_1086.png,256,256,metal,0,0,256,256
metal_977.png,256,256,metal,0,0,256,256
metal_169.png,256,256,metal,0,0,256,256
metal_616.png,256,256,metal,0,0,256,256
metal_1422.png,256,256,metal,0,0,256,256
metal_1035.png,256,256,metal,0,0,256,256
metal_1466.png,256,256,metal,0,0,256,256
metal_225.png,256,256,metal,0,0,256,256
metal_442.png,256,256,metal,0,0,256,256
metal_1445.png,256,256,metal,0,0,256,256
metal_255.png,256,256,metal,0,0,256,256
metal_1272.png,256,256,metal,0,0,256,256
metal_893.png,256,256,metal,0,0,256,256
metal_463.png,256,256,metal,0,0,256,256
metal_1593.png,256,256,metal,0,0,256,256
metal_644.png,256,256,metal,0,0,256,256
metal_101.png,256,256,metal,0,0,256,256
metal_1288.png,256,256,metal,0,0,256,256
metal_368.png,256,256,metal,0,0,256,256
metal_26.png,256,256,metal,0,0,256,256
metal_1089.png,256,256,metal,0,0,256,256
metal_1441.png,256,256,metal,0,0,256,256
metal_1138.png,256,256,metal,0,0,256,256
metal_1256.png,256,256,metal,0,0,256,256
metal_1129.png,256,256,metal,0,0,256,256
metal_166.png,256,256,metal,0,0,256,256
metal_1580.png,256,256,metal,0,0,256,256
metal_804.png,256,256,metal,0,0,256,256
metal_49.png,256,256,metal,0,0,256,256
metal_211.png,256,256,metal,0,0,256,256
metal_266.png,256,256,metal,0,0,256,256
metal_1443.png,256,256,metal,0,0,256,256
metal_378.png,256,256,metal,0,0,256,256
metal_1446.png,256,256,metal,0,0,256,256
metal_1643.png,256,256,metal,0,0,256,256
metal_531.png,256,256,metal,0,0,256,256
metal_976.png,256,256,metal,0,0,256,256
metal_1419.png,256,256,metal,0,0,256,256
metal_267.png,256,256,metal,0,0,256,256
metal_998.png,256,256,metal,0,0,256,256
metal_1013.png,256,256,metal,0,0,256,256
metal_896.png,256,256,metal,0,0,256,256
metal_884.png,256,256,metal,0,0,256,256
metal_1361.png,256,256,metal,0,0,256,256
metal_1380.png,256,256,metal,0,0,256,256
metal_1170.png,256,256,metal,0,0,256,256
metal_1347.png,256,256,metal,0,0,256,256
metal_1559.png,256,256,metal,0,0,256,256
metal_1521.png,256,256,metal,0,0,256,256
metal_794.png,256,256,metal,0,0,256,256
metal_1470.png,256,256,metal,0,0,256,256
metal_1169.png,256,256,metal,0,0,256,256
metal_1374.png,256,256,metal,0,0,256,256
metal_105.png,256,256,metal,0,0,256,256
metal_680.png,256,256,metal,0,0,256,256
metal_747.png,256,256,metal,0,0,256,256
metal_1484.png,256,256,metal,0,0,256,256
metal_1015.png,256,256,metal,0,0,256,256
metal_1719.png,256,256,metal,0,0,256,256
metal_1233.png,256,256,metal,0,0,256,256
metal_524.png,256,256,metal,0,0,256,256
metal_63.png,256,256,metal,0,0,256,256
metal_377.png,256,256,metal,0,0,256,256
metal_42.png,256,256,metal,0,0,256,256
metal_687.png,256,256,metal,0,0,256,256
metal_1609.png,256,256,metal,0,0,256,256
metal_111.png,256,256,metal,0,0,256,256
metal_1100.png,256,256,metal,0,0,256,256
metal_656.png,256,256,metal,0,0,256,256
metal_918.png,256,256,metal,0,0,256,256
metal_357.png,256,256,metal,0,0,256,256
metal_92.png,256,256,metal,0,0,256,256
metal_262.png,256,256,metal,0,0,256,256
metal_776.png,256,256,metal,0,0,256,256
metal_1478.png,256,256,metal,0,0,256,256
metal_394.png,256,256,metal,0,0,256,256
metal_220.png,256,256,metal,0,0,256,256
metal_707.png,256,256,metal,0,0,256,256
metal_399.png,256,256,metal,0,0,256,256
metal_543.png,256,256,metal,0,0,256,256
metal_716.png,256,256,metal,0,0,256,256
metal_344.png,256,256,metal,0,0,256,256
metal_765.png,256,256,metal,0,0,256,256
metal_657.png,256,256,metal,0,0,256,256
metal_1567.png,256,256,metal,0,0,256,256
metal_34.png,256,256,metal,0,0,256,256
metal_228.png,256,256,metal,0,0,256,256
metal_852.png,256,256,metal,0,0,256,256
metal_1639.png,256,256,metal,0,0,256,256
metal_1468.png,256,256,metal,0,0,256,256
metal_402.png,256,256,metal,0,0,256,256
metal_1551.png,256,256,metal,0,0,256,256
metal_317.png,256,256,metal,0,0,256,256
metal_1440.png,256,256,metal,0,0,256,256
metal_802.png,256,256,metal,0,0,256,256
metal_1030.png,256,256,metal,0,0,256,256
metal_1518.png,256,256,metal,0,0,256,256
metal_1506.png,256,256,metal,0,0,256,256
metal_1662.png,256,256,metal,0,0,256,256
metal_1090.png,256,256,metal,0,0,256,256
metal_1447.png,256,256,metal,0,0,256,256
metal_384.png,256,256,metal,0,0,256,256
metal_561.png,256,256,metal,0,0,256,256
metal_186.png,256,256,metal,0,0,256,256
metal_1116.png,256,256,metal,0,0,256,256
metal_364.png,256,256,metal,0,0,256,256
metal_61.png,256,256,metal,0,0,256,256
metal_207.png,256,256,metal,0,0,256,256
metal_937.png,256,256,metal,0,0,256,256
metal_1225.png,256,256,metal,0,0,256,256
metal_168.png,256,256,metal,0,0,256,256
metal_288.png,256,256,metal,0,0,256,256
metal_784.png,256,256,metal,0,0,256,256
metal_774.png,256,256,metal,0,0,256,256
metal_582.png,256,256,metal,0,0,256,256
metal_153.png,256,256,metal,0,0,256,256
metal_675.png,256,256,metal,0,0,256,256
metal_1079.png,256,256,metal,0,0,256,256
metal_1333.png,256,256,metal,0,0,256,256
metal_178.png,256,256,metal,0,0,256,256
metal_219.png,256,256,metal,0,0,256,256
metal_866.png,256,256,metal,0,0,256,256
metal_1264.png,256,256,metal,0,0,256,256
metal_572.png,256,256,metal,0,0,256,256
metal_781.png,256,256,metal,0,0,256,256
metal_567.png,256,256,metal,0,0,256,256
metal_1693.png,256,256,metal,0,0,256,256
metal_1091.png,256,256,metal,0,0,256,256
metal_333.png,256,256,metal,0,0,256,256
metal_1665.png,256,256,metal,0,0,256,256
metal_129.png,256,256,metal,0,0,256,256
metal_1253.png,256,256,metal,0,0,256,256
metal_1450.png,256,256,metal,0,0,256,256
metal_1663.png,256,256,metal,0,0,256,256
metal_999.png,256,256,metal,0,0,256,256
metal_478.png,256,256,metal,0,0,256,256
metal_974.png,256,256,metal,0,0,256,256
metal_645.png,256,256,metal,0,0,256,256
metal_361.png,256,256,metal,0,0,256,256
metal_462.png,256,256,metal,0,0,256,256
metal_1047.png,256,256,metal,0,0,256,256
metal_1027.png,256,256,metal,0,0,256,256
metal_608.png,256,256,metal,0,0,256,256
metal_928.png,256,256,metal,0,0,256,256
metal_1618.png,256,256,metal,0,0,256,256
metal_944.png,256,256,metal,0,0,256,256
metal_1358.png,256,256,metal,0,0,256,256
metal_490.png,256,256,metal,0,0,256,256
metal_1700.png,256,256,metal,0,0,256,256
metal_400.png,256,256,metal,0,0,256,256
metal_387.png,256,256,metal,0,0,256,256
metal_890.png,256,256,metal,0,0,256,256
metal_1398.png,256,256,metal,0,0,256,256
metal_1124.png,256,256,metal,0,0,256,256
metal_353.png,256,256,metal,0,0,256,256
metal_758.png,256,256,metal,0,0,256,256
metal_663.png,256,256,metal,0,0,256,256
metal_392.png,256,256,metal,0,0,256,256
metal_1428.png,256,256,metal,0,0,256,256
metal_542.png,256,256,metal,0,0,256,256
metal_1465.png,256,256,metal,0,0,256,256
metal_1060.png,256,256,metal,0,0,256,256
metal_731.png,256,256,metal,0,0,256,256
metal_56.png,256,256,metal,0,0,256,256
metal_1434.png,256,256,metal,0,0,256,256
metal_250.png,256,256,metal,0,0,256,256
metal_1195.png,256,256,metal,0,0,256,256
metal_1051.png,256,256,metal,0,0,256,256
metal_1688.png,256,256,metal,0,0,256,256
metal_273.png,256,256,metal,0,0,256,256
metal_926.png,256,256,metal,0,0,256,256
metal_1106.png,256,256,metal,0,0,256,256
metal_791.png,256,256,metal,0,0,256,256
metal_1055.png,256,256,metal,0,0,256,256
metal_464.png,256,256,metal,0,0,256,256
metal_209.png,256,256,metal,0,0,256,256
metal_1201.png,256,256,metal,0,0,256,256
metal_245.png,256,256,metal,0,0,256,256
metal_936.png,256,256,metal,0,0,256,256
metal_1327.png,256,256,metal,0,0,256,256
metal_1235.png,256,256,metal,0,0,256,256
metal_757.png,256,256,metal,0,0,256,256
metal_1692.png,256,256,metal,0,0,256,256
metal_1547.png,256,256,metal,0,0,256,256
metal_1702.png,256,256,metal,0,0,256,256
metal_773.png,256,256,metal,0,0,256,256
metal_282.png,256,256,metal,0,0,256,256
metal_1606.png,256,256,metal,0,0,256,256
metal_706.png,256,256,metal,0,0,256,256
metal_895.png,256,256,metal,0,0,256,256
metal_1140.png,256,256,metal,0,0,256,256
metal_534.png,256,256,metal,0,0,256,256
metal_611.png,256,256,metal,0,0,256,256
metal_1533.png,256,256,metal,0,0,256,256
metal_1472.png,256,256,metal,0,0,256,256
metal_157.png,256,256,metal,0,0,256,256
metal_487.png,256,256,metal,0,0,256,256
metal_1304.png,256,256,metal,0,0,256,256
metal_319.png,256,256,metal,0,0,256,256
metal_1664.png,256,256,metal,0,0,256,256
metal_248.png,256,256,metal,0,0,256,256
metal_1442.png,256,256,metal,0,0,256,256
metal_960.png,256,256,metal,0,0,256,256
metal_969.png,256,256,metal,0,0,256,256
metal_1389.png,256,256,metal,0,0,256,256
metal_990.png,256,256,metal,0,0,256,256
metal_808.png,256,256,metal,0,0,256,256
metal_270.png,256,256,metal,0,0,256,256
metal_835.png,256,256,metal,0,0,256,256
metal_934.png,256,256,metal,0,0,256,256
metal_466.png,256,256,metal,0,0,256,256
metal_1012.png,256,256,metal,0,0,256,256
metal_1342.png,256,256,metal,0,0,256,256
metal_177.png,256,256,metal,0,0,256,256
metal_1628.png,256,256,metal,0,0,256,256
metal_159.png,256,256,metal,0,0,256,256
